30316306,0,0,0,0,0,0,0,0,0,0,1,0
30316506,0,0,0,0,0,0,0,0,0,0,1,0
30316706,0,0,0,0,0,0,0,0,0,0,1,0
30316906,0,0,0,0,0,0,0,0,0,0,1,0
30317106,0,0,0,0,0,0,0,0,0,0,1,0
30317306,0,0,0,0,0,0,0,0,0,0,1,0
30317506,0,0,0,0,0,0,0,0,0,0,1,0
30317706,0,0,0,0,0,0,0,0,0,0,0,0
30317906,0,0,0,0,0,0,0,0,0,0,1,0
30318106,0,0,0,0,0,0,0,0,0,0,1,0
30318306,0,0,0,0,0,0,0,0,0,0,1,0
30318506,0,0,0,0,0,0,0,0,0,0,1,0
30318706,0,0,0,0,0,0,0,0,0,0,1,0
30318906,0,0,0,0,0,0,0,0,0,0,1,0
30319106,0,0,0,0,0,0,0,0,0,0,1,0
30319306,0,0,0,0,0,0,0,0,0,0,1,0
30319506,0,0,0,0,0,0,0,0,0,0,1,0
30319706,0,0,0,0,0,0,0,0,0,0,1,0
30319906,0,0,0,0,0,0,0,0,0,0,1,0
30320106,0,0,0,0,0,0,0,0,0,0,1,0
30320306,0,0,0,0,0,0,0,0,0,0,1,0
30320506,0,0,0,0,0,0,0,0,0,0,1,0
30320706,0,0,0,0,0,0,0,0,0,0,1,0
30320906,0,0,0,0,0,0,0,0,0,0,1,0
30321106,0,0,0,0,0,0,0,0,0,0,1,0
30321306,0,0,0,0,0,0,0,0,0,0,1,0
30321506,0,0,0,0,0,0,0,0,0,0,1,0
30321706,0,0,0,0,0,0,0,0,0,0,1,0
30321906,0,0,0,0,0,0,0,0,0,0,1,0
30322106,0,0,0,0,0,0,0,0,0,0,1,0
30322306,0,0,0,0,0,0,0,0,0,0,1,0
30322506,0,0,0,0,0,0,0,0,0,0,1,0
30322706,0,0,0,0,0,0,0,0,0,0,1,0
30322906,0,0,0,0,0,0,0,0,0,0,1,0
30323106,0,0,0,0,0,0,0,0,0,0,1,0
30323306,0,0,0,0,0,0,0,0,0,0,1,0
30323506,0,0,0,0,0,0,0,0,0,0,1,0
30323706,0,0,0,0,0,0,0,0,0,0,1,0
30323906,0,0,0,0,0,0,0,0,0,0,1,0
30324106,0,0,0,0,0,0,0,0,0,0,1,0
30324306,0,0,0,0,0,0,0,0,0,0,1,0
30324506,0,0,0,0,0,0,0,0,0,0,1,0
30324706,0,0,0,0,0,0,0,0,0,0,1,0
30324906,0,0,0,0,0,0,0,0,0,0,1,0
30325106,0,0,0,0,0,0,0,0,0,0,1,0
30325306,0,0,0,0,0,0,0,0,0,0,1,0
30325506,0,0,0,0,0,0,0,0,0,0,1,0
30325706,0,0,0,0,0,0,0,0,0,0,1,0
30325906,0,0,0,0,0,0,0,0,0,0,1,0
30326106,0,0,0,0,0,0,0,0,0,0,0,0
30327706,0,0,0,0,0,0,0,0,0,0,1,0
30327906,0,0,0,0,0,0,0,0,0,0,1,0
30328106,0,0,0,0,0,0,0,0,0,0,1,0
30328306,0,0,0,0,0,0,0,0,0,0,1,0
30328506,0,0,0,0,0,0,0,0,0,0,1,0
30328706,0,0,0,0,0,0,0,0,0,0,1,0
30328906,0,0,0,0,0,0,0,0,0,0,1,0
30329106,0,0,0,0,0,0,0,0,0,0,1,0
30329306,0,0,0,0,0,0,0,0,0,0,1,0
30329506,0,0,0,0,0,0,0,0,0,0,1,0
30329706,0,0,0,0,0,0,0,0,0,0,1,0
